id,sha_fail,file_match,fl_accuracy,num_ground_truth_files,num_predicted_files,num_matched_files,num_correctly_localized_files,ground_truth_files,predicted_files,matched_files,correctly_localized_files
126,ed13d89504c50a1b3f5d9757b74c7aaf38356150,0.0,0.0,1,0,0,0,framework/py/flwr/cli/utils.py,,,
127,f231d50356ccfb76ed54d27e9fd32dd40e824f28,0.0,0.0,103,0,0,0,.github/workflows/framework.yml | datasets/flwr_datasets/partitioner/id_to_size_fnc_partitioner.py | dev/pyproject.toml | framework/docs/source/build.rst | framework/docs/source/contribute.rst | framework/docs/source/contributor-explanation-public-and-private-apis.rst | framework/docs/source/contributor-how-to-build-docker-images.rst | framework/docs/source/contributor-how-to-contribute-translations.rst | framework/docs/source/contributor-how-to-develop-in-vscode-dev-containers.rst | framework/docs/source/contributor-how-to-install-development-versions.rst | framework/docs/source/contributor-how-to-release-flower.rst | framework/docs/source/contributor-how-to-set-up-a-virtual-env.rst | framework/docs/source/contributor-how-to-write-documentation.rst | framework/docs/source/contributor-ref-good-first-contributions.rst | framework/docs/source/contributor-ref-secure-aggregation-protocols.rst | framework/docs/source/contributor-tutorial-contribute-on-github.rst | framework/docs/source/contributor-tutorial-get-started-as-a-contributor.rst | framework/docs/source/deploy.rst | framework/docs/source/docker/enable-tls.rst | framework/docs/source/docker/index.rst | framework/docs/source/docker/persist-superlink-state.rst | framework/docs/source/docker/pin-version.rst | framework/docs/source/docker/run-as-root-user.rst | framework/docs/source/docker/run-as-subprocess.rst | framework/docs/source/docker/run-quickstart-examples-docker-compose.rst | framework/docs/source/docker/set-environment-variables.rst | framework/docs/source/docker/tutorial-deploy-on-multiple-machines.rst | framework/docs/source/docker/tutorial-quickstart-docker-compose.rst | framework/docs/source/docker/tutorial-quickstart-docker.rst | framework/docs/source/docker/use-a-different-version.rst | framework/docs/source/explanation-differential-privacy.rst | framework/docs/source/explanation-federated-evaluation.rst | framework/docs/source/explanation-flower-architecture.rst | framework/docs/source/how-to-aggregate-evaluation-results.rst | framework/docs/source/how-to-authenticate-supernodes.rst | framework/docs/source/how-to-configure-clients.rst | framework/docs/source/how-to-configure-logging.rst | framework/docs/source/how-to-design-stateful-clients.rst | framework/docs/source/how-to-enable-tls-connections.rst | framework/docs/source/how-to-implement-fedbn.rst | framework/docs/source/how-to-implement-strategies.rst | framework/docs/source/how-to-install-flower.rst | framework/docs/source/how-to-run-flower-on-azure.rst | framework/docs/source/how-to-run-flower-on-gcp.rst | framework/docs/source/how-to-run-flower-with-deployment-engine.rst | framework/docs/source/how-to-run-simulations.rst | framework/docs/source/how-to-save-and-load-model-checkpoints.rst | framework/docs/source/how-to-upgrade-to-flower-1.0.rst | framework/docs/source/how-to-upgrade-to-flower-1.13.rst | framework/docs/source/how-to-use-built-in-mods.rst | framework/docs/source/how-to-use-cli-json-output.rst | framework/docs/source/how-to-use-differential-privacy.rst | framework/docs/source/how-to-use-strategies.rst | framework/docs/source/index.rst | framework/docs/source/ref-api-cli.rst | framework/docs/source/ref-example-projects.rst | framework/docs/source/ref-exit-codes-dir.rst | framework/docs/source/ref-exit-codes/000.rst | framework/docs/source/ref-exit-codes/001.rst | framework/docs/source/ref-exit-codes/002.rst | framework/docs/source/ref-exit-codes/003.rst | framework/docs/source/ref-exit-codes/100.rst | framework/docs/source/ref-exit-codes/101.rst | framework/docs/source/ref-exit-codes/102.rst | framework/docs/source/ref-exit-codes/103.rst | framework/docs/source/ref-exit-codes/300.rst | framework/docs/source/ref-exit-codes/301.rst | framework/docs/source/ref-exit-codes/302.rst | framework/docs/source/ref-exit-codes/600.rst | framework/docs/source/ref-exit-codes/601.rst | framework/docs/source/ref-exit-codes/602.rst | framework/docs/source/ref-exit-codes/_template.rst | framework/docs/source/ref-faq.rst | framework/docs/source/ref-flower-network-communication.rst | framework/docs/source/ref-flower-runtime-comparison.rst | framework/docs/source/reference.rst | framework/docs/source/simulate.rst | framework/docs/source/tutorial-quickstart-android.rst | framework/docs/source/tutorial-quickstart-fastai.rst | framework/docs/source/tutorial-quickstart-ios.rst | framework/docs/source/tutorial-quickstart-jax.rst | framework/docs/source/tutorial-quickstart-mlx.rst | framework/docs/source/tutorial-quickstart-pandas.rst | framework/docs/source/tutorial-quickstart-pytorch-lightning.rst | framework/docs/source/tutorial-quickstart-pytorch.rst | framework/docs/source/tutorial-quickstart-scikitlearn.rst | framework/docs/source/tutorial-quickstart-tensorflow.rst | framework/docs/source/tutorial-quickstart-xgboost.rst | framework/docs/source/tutorial-quickstart.rst | framework/py/flwr/common/exit/exit_code_test.py | framework/py/flwr/common/secure_aggregation/ndarrays_arithmetic.py | framework/py/flwr/common/serde_test.py | framework/py/flwr/common/serde_utils.py | framework/py/flwr/server/compat/grid_client_proxy_test.py | framework/py/flwr/server/superlink/fleet/vce/backend/raybackend.py | framework/py/flwr/server/superlink/fleet/vce/backend/raybackend_test.py | framework/py/flwr/server/superlink/linkstate/sqlite_linkstate.py | framework/py/flwr/server/workflow/secure_aggregation/secagg_workflow.py | framework/py/flwr/server/workflow/secure_aggregation/secaggplus_workflow.py | framework/py/flwr/simulation/ray_transport/ray_actor.py | framework/py/flwr/supercore/scheduler/run_scheduler.py | framework/py/flwr/superexec/exec_user_auth_interceptor.py | framework/pyproject.toml,,,
128,f539ef9be2b510a9bef42e224e7c601f5965bcda,0.0,0.0,89,0,0,0,.github/workflows/framework.yml | dev/pyproject.toml | framework/docs/source/build.rst | framework/docs/source/contribute.rst | framework/docs/source/contributor-explanation-public-and-private-apis.rst | framework/docs/source/contributor-how-to-build-docker-images.rst | framework/docs/source/contributor-how-to-contribute-translations.rst | framework/docs/source/contributor-how-to-develop-in-vscode-dev-containers.rst | framework/docs/source/contributor-how-to-install-development-versions.rst | framework/docs/source/contributor-how-to-release-flower.rst | framework/docs/source/contributor-how-to-set-up-a-virtual-env.rst | framework/docs/source/contributor-how-to-write-documentation.rst | framework/docs/source/contributor-ref-good-first-contributions.rst | framework/docs/source/contributor-ref-secure-aggregation-protocols.rst | framework/docs/source/contributor-tutorial-contribute-on-github.rst | framework/docs/source/contributor-tutorial-get-started-as-a-contributor.rst | framework/docs/source/deploy.rst | framework/docs/source/docker/enable-tls.rst | framework/docs/source/docker/index.rst | framework/docs/source/docker/persist-superlink-state.rst | framework/docs/source/docker/pin-version.rst | framework/docs/source/docker/run-as-root-user.rst | framework/docs/source/docker/run-as-subprocess.rst | framework/docs/source/docker/run-quickstart-examples-docker-compose.rst | framework/docs/source/docker/set-environment-variables.rst | framework/docs/source/docker/tutorial-deploy-on-multiple-machines.rst | framework/docs/source/docker/tutorial-quickstart-docker-compose.rst | framework/docs/source/docker/tutorial-quickstart-docker.rst | framework/docs/source/docker/use-a-different-version.rst | framework/docs/source/explanation-differential-privacy.rst | framework/docs/source/explanation-federated-evaluation.rst | framework/docs/source/explanation-flower-architecture.rst | framework/docs/source/how-to-aggregate-evaluation-results.rst | framework/docs/source/how-to-authenticate-supernodes.rst | framework/docs/source/how-to-configure-clients.rst | framework/docs/source/how-to-configure-logging.rst | framework/docs/source/how-to-design-stateful-clients.rst | framework/docs/source/how-to-enable-tls-connections.rst | framework/docs/source/how-to-implement-fedbn.rst | framework/docs/source/how-to-implement-strategies.rst | framework/docs/source/how-to-install-flower.rst | framework/docs/source/how-to-run-flower-on-azure.rst | framework/docs/source/how-to-run-flower-on-gcp.rst | framework/docs/source/how-to-run-flower-with-deployment-engine.rst | framework/docs/source/how-to-run-simulations.rst | framework/docs/source/how-to-save-and-load-model-checkpoints.rst | framework/docs/source/how-to-upgrade-to-flower-1.0.rst | framework/docs/source/how-to-upgrade-to-flower-1.13.rst | framework/docs/source/how-to-use-built-in-mods.rst | framework/docs/source/how-to-use-cli-json-output.rst | framework/docs/source/how-to-use-differential-privacy.rst | framework/docs/source/how-to-use-strategies.rst | framework/docs/source/index.rst | framework/docs/source/ref-api-cli.rst | framework/docs/source/ref-example-projects.rst | framework/docs/source/ref-exit-codes-dir.rst | framework/docs/source/ref-exit-codes/000.rst | framework/docs/source/ref-exit-codes/001.rst | framework/docs/source/ref-exit-codes/002.rst | framework/docs/source/ref-exit-codes/003.rst | framework/docs/source/ref-exit-codes/100.rst | framework/docs/source/ref-exit-codes/300.rst | framework/docs/source/ref-exit-codes/301.rst | framework/docs/source/ref-exit-codes/302.rst | framework/docs/source/ref-exit-codes/600.rst | framework/docs/source/ref-exit-codes/601.rst | framework/docs/source/ref-exit-codes/602.rst | framework/docs/source/ref-exit-codes/_template.rst | framework/docs/source/ref-faq.rst | framework/docs/source/ref-flower-network-communication.rst | framework/docs/source/ref-flower-runtime-comparison.rst | framework/docs/source/reference.rst | framework/docs/source/simulate.rst | framework/docs/source/tutorial-quickstart-android.rst | framework/docs/source/tutorial-quickstart-fastai.rst | framework/docs/source/tutorial-quickstart-ios.rst | framework/docs/source/tutorial-quickstart-jax.rst | framework/docs/source/tutorial-quickstart-mlx.rst | framework/docs/source/tutorial-quickstart-pandas.rst | framework/docs/source/tutorial-quickstart-pytorch-lightning.rst | framework/docs/source/tutorial-quickstart-pytorch.rst | framework/docs/source/tutorial-quickstart-scikitlearn.rst | framework/docs/source/tutorial-quickstart-tensorflow.rst | framework/docs/source/tutorial-quickstart-xgboost.rst | framework/docs/source/tutorial-quickstart.rst | framework/py/flwr/common/exit/exit_code_test.py | framework/py/flwr/common/secure_aggregation/ndarrays_arithmetic.py | framework/py/flwr/supernode/nodestate/in_memory_nodestate.py | framework/pyproject.toml,,,
129,0309bd9e095b3da3cb01d220541674d3b8e0a803,0.0,0.0,2,2,0,0,libs/agno/agno/cli/auth_server.py | libs/agno/agno/workspace/helpers.py,agno/cli/auth_server.py | agno/workspace/helpers.py,,
130,00dff2ac803dca7ae44435c5dea311c633926b87,1.0,1.0,1,1,1,1,tabular/src/autogluon/tabular/models/tabm/tabm_reference.py,tabular/src/autogluon/tabular/models/tabm/tabm_reference.py,tabular/src/autogluon/tabular/models/tabm/tabm_reference.py,tabular/src/autogluon/tabular/models/tabm/tabm_reference.py
131,6b71b0ed836b8c61f092e369e77501911dc9d5f3,1.0,1.0,1,1,1,1,webui.py,webui.py,webui.py,webui.py
132,1559358d5679d353417ef140c1894997b4c7160f,0.0,0.0,1,3,0,0,taipy/event/event_consumer.py,taipy/core/data/_file_datanode_mixin.py | taipy/core/data/excel.py | taipy/gui/page.py,,
133,166f99e7023eb1ab623926aa8ce743e7fb2a6d50,0.0,0.0,1,3,0,0,tests/gui/gui_specific/test_notification_on_close.py,taipy/core/data/_file_datanode_mixin.py | taipy/core/data/excel.py | taipy/gui/page.py,,
134,23546b560fa453bd3fb05e7b8661bf77f77fb1a6,1.0,0.5,2,2,2,1,tests/conftest.py | tests/gui/e2e/renderers/test_html_rendering.py,tests/conftest.py | tests/gui/e2e/renderers/test_html_rendering.py,tests/conftest.py | tests/gui/e2e/renderers/test_html_rendering.py,tests/gui/e2e/renderers/test_html_rendering.py
135,668b6127c95ae34b03f404321b94337c846166d2,0.0,0.0,1,1,0,0,taipy/gui/gui.py,taipy/gui/page.py,,
136,700c695eea898caaa6fe527ec9957c47e9c3002c,1.0,1.0,1,1,1,1,taipy/gui/gui.py,taipy/gui/gui.py,taipy/gui/gui.py,taipy/gui/gui.py
137,7c228365e8de18c41dfe96d6035bc7c528663f2b,0.0,0.0,1,1,0,0,tests/gui/utils/test_datatype.py,taipy/gui/page.py,,
138,92f010054982b709ab300f53b9a8bd407ab51e3f,1.0,1.0,1,1,1,1,tests/gui/config/test_filename.py,tests/gui/config/test_filename.py,tests/gui/config/test_filename.py,tests/gui/config/test_filename.py
139,bbe7b82b778adbafd56d40bd00bc3aabcd5cb9c9,0.0,0.0,1,3,0,0,tests/core/scenario/test_scenario_manager.py,taipy/core/data/_file_datanode_mixin.py | taipy/core/data/excel.py | taipy/gui/page.py,,
140,c9766a5e3d0c982cd148a391e63fb0f7c386b17e,0.0,0.0,1,2,0,0,taipy/core/_entity/_reload.py,taipy/core/data/excel.py | taipy/gui/page.py,,
141,e5031012aded0867f1d3677586c7851da537bd82,1.0,1.0,1,1,1,1,tools/frontend/bundle_build.py,tools/frontend/bundle_build.py,tools/frontend/bundle_build.py,tools/frontend/bundle_build.py
142,e56badcacbfa6003c45430e8b618073519844b07,0.0,0.0,1,2,0,0,taipy/templates/sdm/{{cookiecutter.__root_folder}}/{{cookiecutter.__main_file}}.py,taipy/rest/commons/apispec.py | tests/templates/test_scenario_mgt_template.py,,
143,076846e0a5144086c33090675a893d97305c8d52,0.0,0.0,1,1,0,0,tests/backends/build_system/functional/test_aws_cli_venv.py,backends/build_system/functional/test_aws_cli_venv.py,,
144,0e6f97d05d68c3d66d270865c31e9060c5a5b4de,0.0,0.0,1,5,0,0,tests/functional/botocore/test_s3.py,awscli/botocore/auth.py | awscli/customizations/cloudformation/deployer.py | awscli/customizations/codecommit.py | awscli/customizations/codedeploy/push.py | functional/botocore/test_s3.py,,
145,4a32a9357914d448b98bb5823f454902b92368e6,1.0,1.0,1,1,1,1,awscli/customizations/s3/subcommands.py,awscli/customizations/s3/subcommands.py,awscli/customizations/s3/subcommands.py,awscli/customizations/s3/subcommands.py
146,6daeaefa76ab8bfe9a6212b1e4263743079149ce,1.0,1.0,1,2,1,1,awscli/telemetry.py,awscli/telemetry.py | functional/test_telemetry.py,awscli/telemetry.py,awscli/telemetry.py
147,7751beb21807fa7f206079b8f69bf887ec16a199,0.0,0.0,1,1,0,0,dask/dataframe/io/tests/test_parquet.py,dask/tests/test_docs.py,,
148,0cc4b5faec6ff58c1d667b048e5ee7df4ba664a7,1.0,1.0,1,1,1,1,pyproject.toml,pyproject.toml,pyproject.toml,pyproject.toml
149,d178af5ad25dedf29ddb5fe3f71e9634f765bc0e,0.0,0.0,1,2,0,0,youtube_dl/extractor/francetv.py,test/test_all_urls.py | test/test_execution.py,,
150,073ad2a4332ae2ea545fd18c601fdf2171d150c6,0.0,0.0,1,2,0,0,libs/agno/agno/agent/agent.py,agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py,,
151,09c3a7624b042f0af173fb95362fbefbb3d32522,0.0,0.0,2,2,0,0,libs/agno/agno/agent/agent.py | libs/agno/agno/app/discord/client.py,agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py,,
152,110e09997f8a22a617e261dec9e301129bbead65,0.0,0.0,3,4,0,0,libs/agno/agno/agent/agent.py | libs/agno/agno/models/langdb/langdb.py | libs/agno/agno/team/team.py,agno/agent/agent.py | agno/team/team.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,,
153,16c6139ab089f3cd774175cc7a5bc2e0cbd52699,0.0,0.0,4,2,0,0,libs/agno/agno/app/agui/utils.py | libs/agno/agno/app/playground/schemas.py | libs/agno/agno/team/__init__.py | libs/agno/tests/integration/teams/test_event_streaming.py,agno/app/agui/utils.py | libs/agno/agno/tools/firecrawl.py,,
154,18f4596992d6c36ccf9da84ae30083ef65878130,0.0,0.0,1,2,0,0,libs/agno/tests/integration/embedder/test_jina_embedder.py,libs/agno/agno/tools/firecrawl.py | tests/integration/embedder/test_jina_embedder.py,,
155,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,0.0,0.0,2,3,0,0,libs/agno/agno/memory/agent.py | libs/agno/agno/memory/team.py,agno/memory/agent.py | agno/memory/team.py | libs/agno/agno/tools/firecrawl.py,,
156,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.0,0.0,1,1,0,0,libs/agno/agno/knowledge/agent.py,libs/agno/agno/tools/firecrawl.py,,
157,1c533e0065df6fa2c1c75c23125cdc5e8c12ce3c,0.0,0.0,1,2,0,0,libs/agno/tests/unit/reader/test_url_reader.py,libs/agno/agno/tools/firecrawl.py | tests/unit/reader/test_url_reader.py,,
158,1d0fff71ae9ea258fad3d54257be9ca9b3eb499e,1.0,1.0,1,2,1,1,libs/agno/tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py | tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py
159,1da36493c0905f61ee6fa58ebf792f993d3579dc,0.0,0.0,1,2,0,0,libs/agno/agno/knowledge/csv_url.py,agno/knowledge/csv_url.py | libs/agno/agno/tools/firecrawl.py,,
160,233c76da6b91def1e9d09a3fe170578c0bded0aa,0.0,0.0,1,2,0,0,libs/agno/agno/utils/models/claude.py,agno/utils/models/claude.py | libs/agno/agno/utils/models/aws_claude.py,,
161,235e19d6998790dd527e8a43710990aef29359b1,1.0,1.0,1,3,1,1,libs/agno/tests/unit/reader/test_csv_reader.py,agno/workspace/helpers.py | libs/agno/agno/document/reader/text_reader.py | libs/agno/tests/unit/reader/test_csv_reader.py,libs/agno/tests/unit/reader/test_csv_reader.py,libs/agno/tests/unit/reader/test_csv_reader.py
162,3045ad82fb7ebc1182bf5d0a1d64713bec621512,0.0,0.0,1,2,0,0,libs/agno/agno/app/playground/async_router.py,agno/app/playground/async_router.py | libs/agno/agno/tools/firecrawl.py,,
163,31d6eba6f9be2ea8fc3bf80efc498075f6241cb5,0.0,0.0,4,3,0,0,cookbook/tools/nebius_tools.py | libs/agno/agno/models/nebius/__init__.py | libs/agno/agno/models/nebius/nebius.py | libs/agno/agno/tools/nebius.py,agno/tools/mcp.py | agno/tools/nebius.py | libs/agno/tests/unit/tools/models/test_azure_openai.py,,
164,33ed019c7f623b9fb89b1430b38c7e7a7aefa57c,0.0,0.0,2,3,0,0,cookbook/agent_concepts/state/last_n_session_messages.py | libs/agno/agno/agent/agent.py,agno/agent/agent.py | agno/utils/whatsapp.py | agno/workspace/helpers.py,,
165,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.0,0.0,1,5,0,0,libs/agno/tests/unit/reader/test_firecrawl_reader.py,agno/api/playground.py | agno/knowledge/website.py | libs/agno/agno/tools/firecrawl.py | libs/agno/agno/tools/wikipedia.py | libs/agno/agno/tools/zep.py,,
166,37c595ac6f390dbccbcfa20f742faa36f34b194a,0.0,0.0,1,1,0,0,libs/agno/tests/unit/tools/test_google_calendar.py,libs/agno/agno/tools/firecrawl.py,,
167,39d992d415c335b61f670c31a68c0edc578e5062,0.5,0.5,2,2,1,1,cookbook/agent_concepts/other/parse_model.py | libs/agno/agno/agent/agent.py,libs/agno/agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/agent/agent.py,libs/agno/agno/agent/agent.py
168,3a9a0b4124d28c2f4735ffad30b83bf4b1c82477,0.0,0.0,1,2,0,0,libs/agno/agno/storage/singlestore.py,libs/agno/agno/tools/firecrawl.py | libs/agno/agno/tools/zep.py,,
169,3ab735577ed448887a8f1f463c73a611a4ca253e,0.0,0.0,1,7,0,0,libs/agno/agno/eval/utils.py,agno/api/playground.py | agno/eval/utils.py | agno/knowledge/website.py | cookbook/models/meta/llama/metrics.py | cookbook/models/meta/llama_openai/tool_use.py | cookbook/reasoning/models/xai/reasoning_effort.py | libs/agno/agno/tools/zep.py,,
170,4b5113e905468a8710137ff717685e5728e9cadf,0.0,0.0,1,3,0,0,libs/agno/tests/unit/vectordb/test_pineconedb.py,agno/utils/whatsapp.py | agno/workspace/helpers.py | libs/agno/agno/tools/firecrawl.py,,
171,557f5305cd8dc547495ea9bbfec35bee632b63be,0.0,0.0,1,1,0,0,libs/agno/agno/team/team.py,agno/team/team.py,,
172,55c8c01643e65d53cf29664e5d5dc6d7307272d6,0.0,0.0,7,2,0,0,cookbook/examples/streamlit_applications/mcp_agent/app.py | libs/agno/agno/models/base.py | libs/agno/agno/team/team.py | libs/agno/agno/tools/function.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py | libs/agno/tests/unit/tools/test_mem0.py,agno/utils/whatsapp.py | agno/workspace/helpers.py,,
173,5f24cca27fe01045314ee6ddb7619e164ada0c91,0.0,0.0,1,1,0,0,libs/agno/tests/unit/tools/test_google_bigquery.py,libs/agno/agno/tools/firecrawl.py,,
174,601a9c6986f1659f3051449238c0c0c5d2ef4124,0.0,0.0,2,2,0,0,cookbook/observability/atla_op.py | libs/agno/agno/models/langdb/langdb.py,agno/models/langdb/langdb.py | libs/agno/agno/tools/firecrawl.py,,
175,67b1780b01f5d7461dc9b3d189d25acecbdb171d,0.0,0.0,3,3,0,0,libs/agno/agno/agent/agent.py | libs/agno/agno/team/team.py | libs/agno/agno/tools/mcp.py,agno/agent/agent.py | agno/team/team.py | libs/agno/agno/tools/firecrawl.py,,
176,6865351833c002710b5e861a4ff6bc05b74afd4b,0.0,0.0,1,2,0,0,libs/agno/agno/embedder/huggingface.py,agno/embedder/huggingface.py | libs/agno/agno/tools/firecrawl.py,,
177,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,0.0,0.0,1,1,0,0,libs/agno/agno/tools/toolkit.py,agno/tools/toolkit.py,,
178,6ad4e8d6bb1ea167fa88d68f5396968b713dd7ba,0.0,0.0,3,3,0,0,libs/agno/agno/tools/mcp.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py,agno/tools/mcp.py | agno/utils/whatsapp.py | agno/workspace/helpers.py,,
179,6e5f3fc6534025b5711d84f144d3071f1ff403d2,0.0,0.0,2,2,0,0,libs/agno/agno/tools/daytona.py | libs/agno/pyproject.toml,libs/agno/agno/tools/firecrawl.py | tests/unit/reader/test_url_reader.py,,
180,6f19da809ef086cec3d81173f2c1b849e81c896d,0.0,0.0,2,2,0,0,libs/agno/agno/models/cerebras/cerebras.py | libs/agno/agno/workspace/helpers.py,agno/models/cerebras/cerebras.py | agno/workspace/helpers.py,,
181,6fe4e00e8863c8da28d241cb65632725de6db64b,0.0,0.0,1,3,0,0,libs/agno/agno/workflow/v2/workflow.py,agno/workflow/v2/workflow.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,,
182,754f4d3afe097bd3d360bb8a186acd95cc2542ea,0.0,0.0,1,1,0,0,libs/agno/tests/unit/tools/test_daytona.py,libs/agno/agno/tools/firecrawl.py,,
183,78c5d662bf2145c91356e5185db05a17950b3dc4,0.0,0.0,2,3,0,0,libs/agno/agno/app/agui/async_router.py | libs/agno/agno/app/agui/sync_router.py,agno/app/agui/async_router.py | agno/app/agui/sync_router.py | libs/agno/agno/tools/firecrawl.py,,
184,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.0,0.0,2,3,0,0,libs/agno/agno/agent/agent.py | libs/agno/tests/integration/agent/test_agent_print_response.py,agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,,
185,7d51d48b09bbc5e6311becec1c1a4150fde89b4e,0.5,0.5,2,2,1,1,libs/agno/agno/workspace/helpers.py | libs/agno/tests/unit/tools/test_azure_openai_tools.py,agno/workspace/helpers.py | libs/agno/tests/unit/tools/test_azure_openai_tools.py,libs/agno/tests/unit/tools/test_azure_openai_tools.py,libs/agno/tests/unit/tools/test_azure_openai_tools.py
186,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.0,0.0,1,2,0,0,libs/agno/agno/workflow/v2/types.py,agno/workflow/v2/types.py | libs/agno/agno/tools/firecrawl.py,,
187,7efb1f09096dd41ea09b30ceb17746686931d1cf,0.0,0.0,1,2,0,0,libs/agno/agno/app/discord/client.py,agno/app/discord/client.py | libs/agno/agno/tools/firecrawl.py,,
188,7f4d750eaf81c6f8384ed8246180c29bb45ea7bf,0.0,0.0,3,3,0,0,libs/agno/agno/eval/accuracy.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py,agno/eval/accuracy.py | agno/utils/whatsapp.py | agno/workspace/helpers.py,,
189,82609349d7098fd5ad1c71f0e057f50cd0074404,0.0,0.0,2,3,0,0,cookbook/workflows/async_hackernews_reporter.py | libs/agno/agno/workflow/workflow.py,agno/workflow/workflow.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,,
190,82bdfed0cf9ff57528d78ac9ad9f1179c8e117e3,0.5,0.5,2,3,1,1,libs/agno/agno/vectordb/mongodb/cosmos_mongodb.py | libs/agno/agno/workspace/helpers.py,agno/vectordb/mongodb/cosmos_mongodb.py | agno/workspace/helpers.py | libs/agno/agno/vectordb/mongodb/cosmos_mongodb.py,libs/agno/agno/vectordb/mongodb/cosmos_mongodb.py,libs/agno/agno/vectordb/mongodb/cosmos_mongodb.py
191,840ad511b904f43678ec438464deb893fda58c8b,0.0,0.0,1,1,0,0,libs/agno/tests/unit/tools/models/test_morph.py,libs/agno/agno/tools/firecrawl.py,,
192,8474427eeab92e28766b8051d92e6b46379581e9,0.6,0.6,5,7,3,3,libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/tools/firecrawl.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py | libs/agno/tests/unit/tools/test_firecrawl.py,agno/api/playground.py | agno/knowledge/website.py | agno/models/anthropic/claude.py | libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/tools/firecrawl.py | libs/agno/agno/tools/zep.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py
193,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.0,0.0,1,2,0,0,libs/agno/agno/team/team.py,agno/team/team.py | libs/agno/agno/tools/firecrawl.py,,
194,8c8e822266755d103faa9166aaa4ab3f2aa3e578,0.0,0.0,4,1,0,0,cookbook/apps/agui/README.md | libs/agno/agno/app/agui/async_router.py | libs/agno/agno/app/agui/sync_router.py | libs/agno/pyproject.toml,libs/agno/agno/tools/firecrawl.py,,
195,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,0.5,0.5,2,3,1,1,libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/workspace/helpers.py,agno/models/anthropic/claude.py | agno/workspace/helpers.py | libs/agno/agno/models/anthropic/claude.py,libs/agno/agno/models/anthropic/claude.py,libs/agno/agno/models/anthropic/claude.py
196,978b0f29982c558b12d775a884ebeea1869c16da,0.5,0.5,2,2,1,1,libs/agno/agno/workspace/helpers.py | libs/agno/tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py | tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py,libs/agno/tests/unit/tools/models/test_gemini.py
197,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,0.0,0.0,1,3,0,0,libs/agno/agno/agent/agent.py,agno/agent/agent.py | agno/workspace/helpers.py | libs/agno/tests/unit/tools/models/test_gemini.py,,
198,9b52669238946cd01f9cc5e99a4b6babf0942cdf,0.0,0.0,3,3,0,0,libs/agno/tests/integration/models/cerebras/test_tool_use.py | libs/agno/tests/integration/models/cerebras_openai/test_basic.py | libs/agno/tests/integration/models/cerebras_openai/test_tool_use.py,tests/integration/models/cerebras/test_tool_use.py | tests/integration/models/cerebras_openai/test_basic.py | tests/integration/models/cerebras_openai/test_tool_use.py,,
